CSID,CaseMasterID,csdate,cstype,PolicePersonID
2870,5212,2025-08-01T14:40:25.285630,A,116
2871,5213,2025-01-21T14:40:25.286075,A,1015
2872,5214,2026-09-27T14:40:25.286275,C,98
2873,5216,2026-06-05T14:40:25.286916,A,116
2874,5219,2026-04-13T14:40:25.288171,C,684
2875,5220,2025-12-15T14:40:25.288527,A,517
2876,5221,2025-02-22T14:40:25.289054,C,178
2877,5222,2025-02-15T14:40:25.289627,C,882
2878,5223,2025-04-22T14:40:25.289884,A,312
2879,5224,2026-06-03T14:40:25.290307,A,109
2880,5227,2025-10-14T14:40:25.291160,A,15
2881,5229,2025-08-26T14:40:25.291829,A,52
2882,5230,2025-12-23T14:40:25.292353,C,18
2883,5231,2024-11-27T14:40:25.292571,C,353
2884,5234,2025-01-19T14:40:25.293698,A,551
2885,5236,2025-03-14T14:40:25.294248,A,874
2886,5239,2025-12-23T14:40:25.295358,A,94
2887,5240,2026-08-05T14:40:25.295514,B,321
2888,5242,2025-03-20T14:40:25.296388,A,426
2889,5243,2024-12-04T14:40:25.296790,B,936
2890,5246,2026-06-30T14:40:25.297788,A,225
2891,5247,2025-11-26T14:40:25.297999,A,446
2892,5248,2026-11-13T14:40:25.298262,A,102
2893,5251,2025-06-29T14:40:25.299477,A,97
2894,5254,2025-12-19T14:40:25.300927,A,203
2895,5256,2026-09-06T14:40:25.301289,C,117
2896,5258,2026-04-02T14:40:25.301667,A,144
2897,5260,2025-07-31T14:40:25.302376,C,40
2898,5262,2025-03-25T14:40:25.303130,A,713
2899,5263,2026-03-05T14:40:25.303707,C,459
2900,5264,2026-01-08T14:40:25.304078,A,759
2901,5265,2026-07-07T14:40:25.304615,C,796
2902,5266,2026-05-02T14:40:25.305137,C,1
2903,5269,2024-10-03T14:40:25.306060,C,99
2904,5271,2025-09-17T14:40:25.306620,A,58
2905,5272,2025-01-30T14:40:25.307092,A,1061
2906,5273,2024-11-24T14:40:25.307588,B,103
2907,5275,2026-05-20T14:40:25.308350,A,869
2908,5276,2025-08-04T14:40:25.308534,A,120
2909,5277,2025-06-09T14:40:25.309077,A,446
2910,5279,2025-10-18T14:40:25.309737,A,101
2911,5282,2025-02-21T14:40:25.310921,A,3
2912,5284,2026-06-01T14:40:25.311666,C,108
2913,5285,2026-04-01T14:40:25.311920,A,105
2914,5286,2026-10-13T14:40:25.312219,A,370
2915,5290,2025-03-02T14:40:25.313508,A,98
2916,5291,2026-04-01T14:40:25.314068,A,93
2917,5295,2025-07-07T14:40:25.315446,A,109
2918,5298,2025-10-22T14:40:25.316855,A,522
2919,5299,2026-05-15T14:40:25.317039,B,1045
2920,5300,2026-08-21T14:40:25.317483,B,347
2921,5301,2025-01-20T14:40:25.317847,A,944
2922,5302,2025-03-31T14:40:25.318026,A,760
2923,5303,2025-12-26T14:40:25.318309,A,11
2924,5305,2025-04-02T14:40:25.318854,A,74
2925,5308,2025-02-19T14:40:25.319940,C,80
2926,5310,2025-03-03T14:40:25.320495,C,15
2927,5312,2026-12-13T14:40:25.321406,B,101
2928,5313,2026-02-01T14:40:25.321849,A,116
2929,5315,2025-07-23T14:40:25.322479,C,118
2930,5316,2026-10-19T14:40:25.322839,B,118
2931,5319,2024-11-20T14:40:25.323899,A,1010
2932,5322,2026-03-09T14:40:25.324772,A,710
2933,5323,2025-08-14T14:40:25.325083,A,4
2934,5324,2024-12-22T14:40:25.325494,C,94
2935,5325,2025-09-07T14:40:25.325942,C,297
2936,5326,2025-10-31T14:40:25.326173,C,95
2937,5328,2025-12-08T14:40:25.326656,A,644
2938,5329,2025-04-23T14:40:25.326856,B,491
2939,5330,2026-07-14T14:40:25.327490,A,1050
2940,5331,2025-03-15T14:40:25.328036,A,45
2941,5332,2025-09-23T14:40:25.328486,A,229
2942,5335,2025-04-03T14:40:25.329501,A,83
2943,5336,2026-11-11T14:40:25.329863,A,110
2944,5338,2026-06-24T14:40:25.330628,A,116
2945,5344,2025-11-14T14:40:25.332983,A,863
2946,5345,2025-08-17T14:40:25.333209,C,95
2947,5350,2026-05-24T14:40:25.335038,C,116
2948,5353,2026-06-16T14:40:25.335719,C,981
2949,5356,2025-03-09T14:40:25.336583,C,105
2950,5357,2024-10-16T14:40:25.336919,A,69
2951,5358,2026-05-30T14:40:25.337169,C,670
2952,5359,2026-12-07T14:40:25.337345,A,108
2953,5360,2026-04-23T14:40:25.337603,B,643
2954,5361,2025-12-29T14:40:25.337822,C,432
2955,5362,2026-05-11T14:40:25.338289,C,1006
2956,5364,2026-06-21T14:40:25.338974,A,99
2957,5366,2025-12-23T14:40:25.339723,A,259
2958,5371,2024-10-06T14:40:25.341649,A,590
2959,5372,2025-01-22T14:40:25.342039,A,488
2960,5373,2026-07-03T14:40:25.342325,A,93
2961,5374,2026-04-25T14:40:25.342851,C,101
2962,5375,2025-06-21T14:40:25.343226,A,698
2963,5376,2025-06-26T14:40:25.343493,C,1002
2964,5377,2025-09-29T14:40:25.343756,A,1029
2965,5378,2026-02-12T14:40:25.344180,A,840
2966,5380,2026-09-13T14:40:25.345102,A,106
2967,5382,2026-07-30T14:40:25.345705,A,106
2968,5383,2026-03-10T14:40:25.345829,C,115
2969,5384,2025-07-15T14:40:25.346042,A,119
2970,5386,2024-09-19T14:40:25.346632,C,979
2971,5387,2026-08-22T14:40:25.346845,A,106
2972,5388,2024-09-18T14:40:25.347214,B,159
2973,5389,2026-06-16T14:40:25.347383,A,106
2974,5391,2025-05-15T14:40:25.348184,A,925
2975,5392,2026-04-12T14:40:25.348719,C,907
2976,5397,2025-05-03T14:40:25.350677,B,114
2977,5398,2025-11-30T14:40:25.351061,C,119
2978,5399,2025-12-22T14:40:25.351439,A,711
2979,5401,2026-01-11T14:40:25.352216,A,471
2980,5402,2025-03-29T14:40:25.352405,C,14
2981,5403,2025-02-04T14:40:25.352633,A,214
2982,5405,2026-02-16T14:40:25.353571,A,871
2983,5406,2026-04-01T14:40:25.353790,A,109
2984,5410,2026-11-01T14:40:25.355169,A,5
2985,5411,2024-12-28T14:40:25.355527,A,719
2986,5412,2026-04-15T14:40:25.356063,B,96
2987,5413,2026-04-10T14:40:25.356633,C,101
2988,5414,2026-05-23T14:40:25.357063,C,994
2989,5415,2025-05-05T14:40:25.357354,B,379
2990,5417,2026-11-06T14:40:25.358352,A,996
2991,5419,2025-06-18T14:40:25.359229,A,96
2992,5420,2025-10-28T14:40:25.359728,A,93
2993,5425,2026-09-08T14:40:25.361694,B,117
2994,5430,2026-06-30T14:40:25.363334,C,93
2995,5431,2026-03-16T14:40:25.363776,C,459
2996,5433,2026-08-10T14:40:25.364407,C,111
2997,5436,2026-08-06T14:40:25.365242,A,102
2998,5437,2026-07-04T14:40:25.365800,C,762
2999,5438,2025-03-19T14:40:25.366190,C,119
3000,5446,2024-12-10T14:40:25.369788,B,1004
3001,5449,2026-05-28T14:40:25.370835,A,515
3002,5450,2025-06-29T14:40:25.371287,C,70
3003,5451,2026-01-13T14:40:25.371940,A,116
3004,5452,2026-01-22T14:40:25.372158,C,515
3005,5455,2026-03-24T14:40:25.373307,C,93
3006,5456,2025-05-24T14:40:25.373824,A,97
3007,5457,2025-10-18T14:40:25.374020,C,906
3008,5458,2025-05-31T14:40:25.374474,C,115
3009,5461,2026-07-31T14:40:25.375571,C,266
3010,5462,2026-07-04T14:40:25.375693,C,100
3011,5463,2025-12-09T14:40:25.376158,A,119
3012,5464,2026-08-21T14:40:25.376687,B,98
3013,5465,2026-06-17T14:40:25.376899,A,107
3014,5467,2026-01-03T14:40:25.377479,B,97
3015,5470,2025-09-05T14:40:25.378612,A,112
3016,5473,2025-09-08T14:40:25.379927,C,16
3017,5475,2026-03-26T14:40:25.380506,A,359
3018,5476,2025-04-12T14:40:25.380766,C,99
3019,5477,2025-05-04T14:40:25.381404,A,256
3020,5478,2026-10-18T14:40:25.381822,A,95
3021,5479,2025-05-23T14:40:25.382292,A,102
3022,5482,2026-04-07T14:40:25.383509,A,99
3023,5483,2025-07-04T14:40:25.383787,C,131
3024,5487,2025-01-25T14:40:25.385337,A,110
3025,5489,2025-08-06T14:40:25.386275,A,905
3026,5491,2026-08-13T14:40:25.387018,C,114
3027,5492,2026-06-01T14:40:25.387445,A,47
3028,5494,2026-01-14T14:40:25.387930,B,117
3029,5495,2025-07-15T14:40:25.388295,A,939
3030,5498,2024-09-03T14:40:25.389468,B,945
3031,5502,2025-06-03T14:40:25.390514,B,276
3032,5503,2025-09-05T14:40:25.391000,C,82
3033,5505,2026-08-05T14:40:25.391688,B,44
3034,5507,2025-11-20T14:40:25.392753,C,471
3035,5509,2025-11-20T14:40:25.393797,B,111
3036,5512,2026-03-07T14:40:25.394789,A,296
3037,5513,2026-05-07T14:40:25.395284,A,72
3038,5514,2025-02-20T14:40:25.395960,A,96
3039,5518,2026-06-13T14:40:25.397568,A,101
3040,5519,2025-08-05T14:40:25.397778,A,303
3041,5521,2026-05-28T14:40:25.398478,A,93
3042,5522,2025-11-19T14:40:25.398932,A,111
3043,5526,2025-10-31T14:40:25.400736,A,324
3044,5528,2025-12-09T14:40:25.401734,A,318
3045,5529,2026-05-13T14:40:25.402010,A,99
3046,5530,2025-03-07T14:40:25.402179,C,933
3047,5531,2026-10-10T14:40:25.402389,A,591
3048,5534,2025-04-21T14:40:25.403686,A,114
3049,5535,2026-06-11T14:40:25.403967,A,104
3050,5538,2025-01-14T14:40:25.404898,A,676
3051,5539,2026-06-03T14:40:25.405209,C,118
3052,5541,2026-07-24T14:40:25.405619,C,65
3053,5542,2025-09-24T14:40:25.405832,A,96
3054,5543,2025-09-30T14:40:25.406118,A,112
3055,5544,2024-10-07T14:40:25.406483,C,23
3056,5545,2025-10-24T14:40:25.406948,C,453
3057,5546,2026-12-08T14:40:25.407421,C,106
3058,5548,2025-09-26T14:40:25.408260,C,13
3059,5549,2026-03-06T14:40:25.408464,B,445
3060,5550,2025-01-10T14:40:25.408697,A,25
3061,5552,2025-09-13T14:40:25.409230,B,58
3062,5554,2025-04-12T14:40:25.410389,C,296
3063,5555,2026-06-12T14:40:25.410613,C,278
3064,5556,2025-12-31T14:40:25.411479,C,5
3065,5557,2025-12-16T14:40:25.412660,A,58
3066,5559,2026-08-26T14:40:25.413733,A,209
3067,5560,2026-08-26T14:40:25.414171,B,382
3068,5561,2025-12-31T14:40:25.414678,A,100
3069,5563,2026-08-18T14:40:25.415204,A,103
3070,5564,2025-09-11T14:40:25.415647,B,100
3071,5566,2026-05-18T14:40:25.416433,C,100
3072,5568,2026-07-22T14:40:25.417503,A,120
3073,5570,2024-12-17T14:40:25.418423,A,114
3074,5571,2025-07-04T14:40:25.418512,A,119
3075,5572,2025-11-19T14:40:25.419036,B,100
3076,5573,2026-05-29T14:40:25.419531,A,106
3077,5574,2025-12-16T14:40:25.420172,A,971
3078,5576,2025-03-07T14:40:25.421126,C,352
3079,5579,2026-02-28T14:40:25.422273,A,627
3080,5582,2026-08-23T14:40:25.423282,A,116
3081,5583,2025-09-16T14:40:25.423644,A,90
3082,5585,2026-12-25T14:40:25.424650,A,575
3083,5586,2025-03-13T14:40:25.425045,C,416
3084,5587,2025-10-17T14:40:25.425248,C,915
3085,5588,2025-07-09T14:40:25.425525,A,1049
3086,5590,2026-08-05T14:40:25.426028,A,102
3087,5592,2026-05-14T14:40:25.426488,A,189
3088,5596,2025-02-11T14:40:25.427818,A,118
3089,5598,2026-06-29T14:40:25.428848,A,102
3090,5601,2025-12-15T14:40:25.429672,A,299
3091,5604,2026-03-26T14:40:25.430902,A,931
3092,5605,2024-12-08T14:40:25.431198,C,54
3093,5607,2026-07-18T14:40:25.431739,A,104
3094,5608,2026-06-02T14:40:25.432150,B,120
3095,5610,2025-08-15T14:40:25.432895,C,120
3096,5612,2026-05-20T14:40:25.433656,C,112
3097,5615,2025-12-05T14:40:25.435023,C,126
3098,5618,2026-07-05T14:40:25.436357,A,111
3099,5622,2025-12-06T14:40:25.437761,A,212
3100,5624,2025-10-31T14:40:25.438359,A,99
3101,5625,2026-01-14T14:40:25.438632,B,1043
3102,5627,2025-03-31T14:40:25.439319,A,439
3103,5628,2025-04-12T14:40:25.439673,C,116
3104,5629,2025-10-12T14:40:25.440343,A,104
3105,5632,2025-05-09T14:40:25.441840,C,951
3106,5634,2025-01-25T14:40:25.442926,A,155
3107,5635,2026-04-24T14:40:25.443473,B,93
3108,5636,2025-02-15T14:40:25.443719,A,1035
3109,5641,2026-04-03T14:40:25.445932,A,95
3110,5642,2025-03-04T14:40:25.446245,C,592
3111,5643,2026-01-28T14:40:25.446830,C,375
3112,5645,2025-05-22T14:40:25.447571,B,608
3113,5649,2025-10-09T14:40:25.449167,C,351
3114,5650,2025-10-22T14:40:25.449472,A,73
3115,5651,2026-08-28T14:40:25.450086,A,113
3116,5654,2026-10-26T14:40:25.451366,A,113
3117,5655,2025-10-07T14:40:25.451898,A,352
3118,5656,2025-12-01T14:40:25.452128,A,150
3119,5657,2026-04-19T14:40:25.452714,A,119
3120,5659,2025-02-14T14:40:25.453752,B,1
3121,5660,2026-12-01T14:40:25.454295,C,475
3122,5662,2025-09-12T14:40:25.455204,C,23
3123,5664,2026-05-01T14:40:25.456087,A,98
3124,5666,2025-11-07T14:40:25.456908,A,831
3125,5670,2026-06-17T14:40:25.458478,A,100
3126,5672,2025-03-22T14:40:25.459512,C,697
3127,5674,2025-02-25T14:40:25.460426,A,1012
3128,5679,2026-07-02T14:40:25.462634,A,573
3129,5680,2024-09-04T14:40:25.462979,A,707
3130,5681,2025-12-02T14:40:25.463181,A,108
3131,5682,2026-01-04T14:40:25.463379,B,120
3132,5683,2025-08-27T14:40:25.463907,C,863
3133,5685,2024-12-31T14:40:25.464687,A,95
3134,5686,2026-07-04T14:40:25.465115,A,114
3135,5691,2026-09-09T14:40:25.467276,A,809
3136,5693,2025-03-20T14:40:25.468072,A,26
3137,5696,2026-06-08T14:40:25.469165,A,199
3138,5698,2026-08-06T14:40:25.470143,A,118
3139,5702,2026-01-21T14:40:25.471351,C,397
3140,5704,2024-12-12T14:40:25.472262,C,151
3141,5706,2026-04-23T14:40:25.473033,B,116
3142,5707,2025-12-18T14:40:25.473198,A,137
3143,5708,2026-06-24T14:40:25.473626,C,103
3144,5710,2026-04-24T14:40:25.474512,A,75
3145,5711,2025-09-07T14:40:25.474902,C,120
3146,5712,2026-07-10T14:40:25.475287,A,176
3147,5714,2024-12-03T14:40:25.475924,C,87
3148,5715,2024-12-22T14:40:25.476155,A,1057
3149,5719,2026-10-06T14:40:25.477686,A,118
3150,5720,2025-04-28T14:40:25.478042,A,933
3151,5722,2025-07-15T14:40:25.478940,C,332
3152,5723,2024-11-26T14:40:25.479422,A,884
3153,5724,2026-06-20T14:40:25.479669,A,97
3154,5727,2026-07-29T14:40:25.480867,A,87
3155,5729,2025-05-21T14:40:25.481713,A,884
3156,5730,2025-04-04T14:40:25.481939,B,99
3157,5733,2026-07-30T14:40:25.482992,C,228
3158,5734,2026-06-13T14:40:25.483466,A,534
3159,5736,2026-08-07T14:40:25.484808,A,1004
3160,5737,2026-05-16T14:40:25.485274,B,550
3161,5738,2025-02-28T14:40:25.485891,A,996
3162,5742,2026-02-13T14:40:25.487231,A,710
3163,5743,2026-01-13T14:40:25.487449,A,592
3164,5744,2025-03-06T14:40:25.488126,C,944
3165,5749,2025-01-23T14:40:25.490032,B,105
3166,5750,2025-12-24T14:40:25.490278,A,424
3167,5751,2026-04-25T14:40:25.490604,A,578
3168,5752,2026-11-19T14:40:25.490848,A,36
3169,5753,2026-08-29T14:40:25.491470,A,116
3170,5757,2025-07-05T14:40:25.493465,A,119
3171,5758,2026-01-24T14:40:25.493955,C,96
3172,5759,2025-08-05T14:40:25.494332,A,749
3173,5762,2026-01-12T14:40:25.495592,A,100
3174,5763,2026-10-06T14:40:25.496174,A,108
3175,5764,2024-12-31T14:40:25.496370,A,118
3176,5765,2025-12-09T14:40:25.496602,A,243
3177,5766,2025-02-11T14:40:25.497040,A,33
3178,5768,2025-04-03T14:40:25.497854,C,8
3179,5769,2025-06-01T14:40:25.498283,B,894
3180,5770,2025-10-24T14:40:25.498496,C,93
3181,5771,2026-06-30T14:40:25.499110,A,329
3182,5772,2025-08-09T14:40:25.499370,C,87
3183,5774,2025-06-26T14:40:25.500518,C,44
3184,5775,2025-11-14T14:40:25.501117,A,67
3185,5778,2026-07-20T14:40:25.502068,A,106
3186,5779,2026-01-02T14:40:25.502379,C,197
3187,5780,2025-06-07T14:40:25.502843,A,108
3188,5781,2025-12-05T14:40:25.503362,A,106
3189,5782,2026-07-02T14:40:25.504053,C,96
3190,5783,2026-12-12T14:40:25.504668,B,205
3191,5785,2025-11-30T14:40:25.505473,B,530
3192,5787,2026-03-13T14:40:25.506250,A,1033
3193,5789,2025-09-24T14:40:25.506715,A,86
3194,5790,2025-10-03T14:40:25.507174,B,730
3195,5798,2025-03-20T14:40:25.509446,A,100
3196,5799,2026-01-30T14:40:25.509730,B,649
3197,5800,2026-05-30T14:40:25.510350,A,114
3198,5801,2026-08-18T14:40:25.510878,A,981
3199,5803,2026-11-26T14:40:25.511881,A,623
3200,5806,2025-12-04T14:40:25.513259,A,115
3201,5808,2024-10-21T14:40:25.514055,A,3
3202,5809,2026-08-28T14:40:25.514378,B,111
3203,5810,2026-07-25T14:40:25.514732,C,839
3204,5812,2026-09-23T14:40:25.515667,B,646
3205,5813,2025-02-16T14:40:25.515958,C,12
3206,5816,2026-08-01T14:40:25.517033,C,117
3207,5817,2025-08-03T14:40:25.517413,A,101
3208,5818,2026-07-25T14:40:25.518057,B,471
3209,5820,2025-02-12T14:40:25.519098,A,94
3210,5823,2026-08-09T14:40:25.520151,A,113
3211,5825,2026-02-01T14:40:25.521010,A,197
3212,5827,2026-03-17T14:40:25.521671,C,204
3213,5828,2026-08-27T14:40:25.521992,C,197
3214,5829,2025-12-28T14:40:25.522165,A,296
3215,5830,2024-10-02T14:40:25.522480,C,96
3216,5836,2024-10-24T14:40:25.525179,A,1055
3217,5837,2026-03-28T14:40:25.525290,B,111
3218,5838,2024-12-06T14:40:25.525645,A,58
3219,5841,2025-11-01T14:40:25.527008,B,719
3220,5842,2025-04-29T14:40:25.527326,A,1068
3221,5844,2026-06-24T14:40:25.528511,B,101
3222,5845,2026-06-20T14:40:25.528789,A,511
3223,5847,2025-08-19T14:40:25.529926,A,472
3224,5848,2025-07-16T14:40:25.530053,A,97
3225,5849,2026-05-12T14:40:25.530346,B,237
3226,5851,2026-06-26T14:40:25.531138,A,119
3227,5852,2025-09-10T14:40:25.531616,A,99
3228,5853,2024-11-12T14:40:25.531909,A,830
3229,5857,2026-12-13T14:40:25.533793,B,117
3230,5858,2026-08-21T14:40:25.534050,A,876
3231,5859,2026-10-28T14:40:25.534636,A,820
3232,5862,2025-10-12T14:40:25.535945,B,3
3233,5863,2025-10-21T14:40:25.536531,A,9
3234,5866,2026-07-22T14:40:25.538111,C,117
3235,5867,2025-10-04T14:40:25.538673,A,323
3236,5870,2026-10-04T14:40:25.539362,B,114
3237,5873,2026-07-30T14:40:25.541071,C,590
3238,5876,2026-02-18T14:40:25.541875,B,458
3239,5877,2024-09-16T14:40:25.542518,C,54
3240,5878,2025-11-23T14:40:25.543146,A,119
3241,5880,2026-11-25T14:40:25.544251,C,14
3242,5881,2026-06-10T14:40:25.544800,B,777
3243,5882,2026-07-26T14:40:25.545236,C,104
3244,5884,2026-11-09T14:40:25.546202,C,164
3245,5886,2026-04-01T14:40:25.546705,B,525
3246,5887,2025-06-07T14:40:25.546940,A,572
3247,5889,2025-07-18T14:40:25.547752,A,596
3248,5891,2026-04-27T14:40:25.548407,C,680
3249,5892,2025-03-14T14:40:25.548800,B,887
3250,5895,2025-09-13T14:40:25.549628,B,122
3251,5896,2025-09-01T14:40:25.550208,A,149
3252,5897,2026-06-18T14:40:25.550685,A,6
3253,5899,2024-11-21T14:40:25.551641,C,24
3254,5900,2026-08-19T14:40:25.552386,A,40
3255,5901,2026-03-16T14:40:25.552668,A,176
3256,5902,2026-11-27T14:40:25.553002,C,244
3257,5903,2026-05-09T14:40:25.553223,B,113
3258,5908,2026-10-01T14:40:25.555261,A,494
3259,5909,2025-06-21T14:40:25.555736,B,334
3260,5912,2025-05-01T14:40:25.556943,A,198
3261,5914,2026-06-21T14:40:25.558057,A,523
3262,5916,2025-12-21T14:40:25.558529,A,398
3263,5917,2026-02-26T14:40:25.558849,A,24
3264,5919,2025-06-22T14:40:25.559239,A,167
3265,5921,2026-08-17T14:40:25.560205,A,627
3266,5923,2024-09-04T14:40:25.561004,A,59
3267,5926,2025-08-21T14:40:25.562130,C,116
3268,5929,2026-06-29T14:40:25.563233,A,286
3269,5933,2025-10-16T14:40:25.565203,C,95
3270,5935,2025-07-16T14:40:25.565794,C,102
3271,5939,2026-04-10T14:40:25.567123,C,237
3272,5940,2025-02-05T14:40:25.567442,C,116
3273,5942,2024-11-10T14:40:25.568643,A,103
3274,5943,2026-08-03T14:40:25.569208,B,399
3275,5944,2025-12-05T14:40:25.569848,A,1042
3276,5946,2025-05-30T14:40:25.570524,C,853
3277,5947,2026-01-05T14:40:25.571197,A,109
3278,5948,2026-09-30T14:40:25.571513,C,117
3279,5949,2025-12-18T14:40:25.572230,A,950
3280,5950,2025-03-01T14:40:25.572596,A,112
3281,5955,2025-06-06T14:40:25.574240,A,422
3282,5956,2026-04-17T14:40:25.574439,C,113
3283,5957,2026-07-03T14:40:25.574973,A,107
3284,5959,2026-06-19T14:40:25.575717,A,20
3285,5960,2026-06-16T14:40:25.576106,B,362
3286,5961,2025-06-03T14:40:25.576450,A,553
3287,5962,2026-07-02T14:40:25.577125,A,1057
3288,5963,2025-02-18T14:40:25.577467,A,183
3289,5964,2025-11-15T14:40:25.577740,A,340
3290,5965,2025-09-28T14:40:25.577973,C,204
3291,5970,2025-11-26T14:40:25.579517,B,104
3292,5972,2026-09-11T14:40:25.580418,C,630
3293,5974,2026-08-03T14:40:25.581531,C,112
3294,5975,2026-09-23T14:40:25.581818,A,118
3295,5977,2026-07-16T14:40:25.582773,C,1046
3296,5978,2026-10-21T14:40:25.583007,C,114
3297,5985,2026-05-05T14:40:25.585170,C,751
3298,5987,2025-12-30T14:40:25.586194,A,227
3299,5988,2026-09-06T14:40:25.586769,A,118
3300,5990,2024-11-04T14:40:25.588101,C,562
3301,5995,2025-08-27T14:40:25.590216,A,640
3302,5996,2025-09-15T14:40:25.590636,A,398
3303,5997,2024-10-04T14:40:25.591230,B,47
3304,5998,2026-10-08T14:40:25.591672,A,763
3305,5999,2026-07-20T14:40:25.591990,B,117
3306,6000,2026-06-25T14:40:25.592270,A,338
3307,6001,2026-07-05T14:40:25.592647,B,28
3308,6003,2025-12-04T14:40:25.593487,A,810
3309,6005,2026-05-26T14:40:25.594083,A,717
3310,6009,2025-06-27T14:40:25.596640,A,886
3311,6010,2026-04-29T14:40:25.597098,C,119
3312,6012,2025-02-13T14:40:25.599071,A,672
3313,6013,2025-11-09T14:40:25.600074,A,1
3314,6014,2026-02-21T14:40:25.601059,C,617
3315,6017,2025-07-30T14:40:25.604119,A,523
3316,6018,2025-02-09T14:40:25.605142,A,736
3317,6019,2025-09-23T14:40:25.605607,A,120
3318,6020,2025-01-14T14:40:25.605914,A,296
3319,6022,2024-12-17T14:40:25.606376,C,844
3320,6023,2025-09-09T14:40:25.606636,C,107
3321,6028,2026-06-07T14:40:25.609676,A,359
3322,6029,2025-10-01T14:40:25.609942,B,335
3323,6031,2025-06-30T14:40:25.610581,C,235
3324,6032,2025-02-20T14:40:25.611189,C,118
3325,6033,2026-08-05T14:40:25.611635,A,97
3326,6037,2025-05-22T14:40:25.613306,C,464
3327,6039,2026-08-18T14:40:25.614380,C,97
3328,6042,2025-11-11T14:40:25.615460,A,45
3329,6043,2025-03-23T14:40:25.615969,B,107
3330,6046,2025-07-08T14:40:25.617392,B,33
3331,6048,2026-08-19T14:40:25.618316,A,109
3332,6052,2025-12-01T14:40:25.619793,C,864
3333,6053,2025-09-17T14:40:25.620250,C,425
3334,6059,2025-11-14T14:40:25.622379,A,120
3335,6060,2025-03-08T14:40:25.622903,A,456
3336,6061,2026-01-12T14:40:25.623359,C,810
3337,6062,2024-09-11T14:40:25.623485,A,256
3338,6065,2026-07-05T14:40:25.624993,C,1046
3339,6066,2026-10-06T14:40:25.625154,B,21
3340,6067,2026-05-23T14:40:25.625854,A,108
3341,6068,2025-10-08T14:40:25.626063,A,119
3342,6071,2026-02-22T14:40:25.627160,A,104
3343,6073,2025-10-07T14:40:25.628080,A,131
3344,6078,2026-10-09T14:40:25.630244,A,104
3345,6079,2025-07-17T14:40:25.630740,A,668
3346,6080,2025-03-01T14:40:25.631062,A,1041
3347,6083,2026-09-13T14:40:25.632894,B,98
3348,6084,2025-04-05T14:40:25.633424,B,488
3349,6085,2025-02-25T14:40:25.633614,C,162
3350,6086,2025-11-18T14:40:25.634180,B,200
3351,6087,2024-12-19T14:40:25.634908,B,209
3352,6088,2025-07-20T14:40:25.635279,C,237
3353,6089,2026-03-16T14:40:25.636119,C,118
3354,6090,2025-12-14T14:40:25.636460,A,84
3355,6093,2026-09-22T14:40:25.637861,B,93
3356,6094,2025-05-09T14:40:25.638446,A,64
3357,6095,2026-07-05T14:40:25.639045,A,14
3358,6096,2026-09-12T14:40:25.639662,A,94
3359,6097,2025-03-14T14:40:25.640253,C,60
3360,6098,2026-09-06T14:40:25.640635,A,100
3361,6099,2026-08-12T14:40:25.641226,C,119
3362,6101,2025-07-01T14:40:25.642097,C,787
3363,6102,2026-05-06T14:40:25.642340,A,453
3364,6103,2026-05-14T14:40:25.642594,A,538
3365,6107,2026-04-23T14:40:25.644780,A,1023
3366,6109,2025-09-21T14:40:25.645800,B,963
3367,6113,2025-10-23T14:40:25.647751,C,403
3368,6115,2025-09-24T14:40:25.648500,A,100
3369,6117,2025-10-06T14:40:25.649134,A,346
3370,6118,2026-03-26T14:40:25.649474,B,106
3371,6119,2026-12-02T14:40:25.649909,C,1038
3372,6121,2026-09-22T14:40:25.651237,A,109
3373,6122,2025-05-15T14:40:25.652004,B,302
3374,6124,2025-02-26T14:40:25.652566,C,6
3375,6125,2025-01-07T14:40:25.653060,A,101
3376,6126,2025-05-08T14:40:25.653624,A,167
3377,6127,2026-07-09T14:40:25.654228,A,97
3378,6128,2026-10-01T14:40:25.654736,C,107
3379,6130,2026-07-06T14:40:25.655385,C,99
3380,6131,2025-09-01T14:40:25.656136,A,1038
3381,6132,2026-05-20T14:40:25.656470,B,100
3382,6133,2025-05-15T14:40:25.656901,A,446
3383,6134,2026-12-17T14:40:25.657479,C,98
3384,6135,2026-05-23T14:40:25.658153,A,112
3385,6137,2025-10-19T14:40:25.659023,A,9
3386,6138,2026-07-03T14:40:25.659507,A,517
3387,6139,2025-06-24T14:40:25.660161,A,342
3388,6140,2025-06-27T14:40:25.660517,C,722
3389,6141,2024-12-23T14:40:25.661060,C,104
3390,6142,2025-11-13T14:40:25.661421,A,94
3391,6143,2026-06-07T14:40:25.661912,A,120
3392,6148,2026-04-18T14:40:25.664378,A,939
3393,6149,2026-01-13T14:40:25.664944,B,80
3394,6150,2024-10-31T14:40:25.665291,A,300
3395,6154,2026-01-29T14:40:25.667292,C,95
3396,6163,2025-03-16T14:40:25.672234,A,44
3397,6164,2025-05-25T14:40:25.672457,B,945
3398,6165,2025-01-13T14:40:25.673012,B,917
3399,6167,2025-03-23T14:40:25.674050,C,101
3400,6168,2026-03-09T14:40:25.674252,A,107
3401,6169,2025-08-16T14:40:25.675100,A,19
3402,6172,2026-01-30T14:40:25.676053,A,120
3403,6173,2025-03-23T14:40:25.676604,A,295
3404,6175,2025-04-20T14:40:25.677388,A,235
3405,6176,2026-05-19T14:40:25.678043,A,93
