CaseMasterID,OccuranceFrom,OccuranceTo,PlaceOfOccurance
5813,2025-01-03T21:40:25.515958,2025-01-04T14:40:25.515958,"Rastogi Zila, Bengaluru Urban"
5814,2025-02-14T04:40:25.516359,2025-02-14T14:40:25.516359,"Sethi Road, Hassan"
5815,2025-12-12T21:40:25.516867,2025-12-14T14:40:25.516867,"Warrior Chowk, Kalaburagi"
5816,2026-02-18T00:40:25.517033,2026-02-19T14:40:25.517033,"Bumb Circle, Belagavi"
5817,2025-06-21T20:40:25.517413,2025-06-24T14:40:25.517413,"Deol Street, Belagavi"
5818,2026-04-22T19:40:25.518057,2026-04-23T14:40:25.518057,"Dalal, Raichur"
5819,2026-04-28T11:40:25.518504,2026-04-28T14:40:25.518504,"Raman Ganj, Bagalkote"
5820,2024-10-18T11:40:25.519098,2024-10-20T14:40:25.519098,"Trivedi Ganj, Belagavi"
5821,2024-08-12T06:40:25.519344,2024-08-13T14:40:25.519344,"Narayan Chowk, Bengaluru Rural"
5822,2026-01-09T08:40:25.519738,2026-01-11T14:40:25.519738,"Mohan Street, Belagavi"
5823,2026-05-09T19:40:25.520151,2026-05-11T14:40:25.520151,"Prakash Road, Belagavi"
5824,2025-01-18T17:40:25.520355,2025-01-20T14:40:25.520355,"Bhatt Street, Bengaluru Rural"
5825,2025-11-01T00:40:25.521010,2025-11-03T14:40:25.521010,"Nagy Zila, Tumakuru"
5826,2026-03-28T22:40:25.521344,2026-03-30T14:40:25.521344,"Pandey Marg, Belagavi"
5827,2026-01-11T09:40:25.521671,2026-01-12T14:40:25.521671,"Gokhale Circle, Tumakuru"
5828,2026-03-25T13:40:25.521992,2026-03-26T14:40:25.521992,"Dutt Path, Tumakuru"
5829,2025-11-21T05:40:25.522165,2025-11-22T14:40:25.522165,"Sant Road, Kalaburagi"
5830,2024-07-27T03:40:25.522480,2024-07-29T14:40:25.522480,"Kumer Nagar, Belagavi"
5831,2025-12-05T11:40:25.522743,2025-12-06T14:40:25.522743,"Prashad Zila, Chamarajanagara"
5832,2024-12-31T07:40:25.523202,2025-01-02T14:40:25.523202,"Samra Street, Udupi"
5833,2024-07-12T20:40:25.523701,2024-07-14T14:40:25.523701,"Sankaran Chowk, Gadag"
5834,2026-04-25T15:40:25.524238,2026-04-27T14:40:25.524238,"Pau Road, Dharwad"
5835,2024-08-11T04:40:25.524750,2024-08-13T14:40:25.524750,"Kumar Marg, Belagavi"
5836,2024-07-10T21:40:25.525179,2024-07-12T14:40:25.525179,"Borra Circle, Vijayanagara"
5837,2026-02-22T12:40:25.525290,2026-02-23T14:40:25.525290,"Narayanan Nagar, Belagavi"
5838,2024-07-19T11:40:25.525645,2024-07-21T14:40:25.525645,"Chadha Path, Mysuru"
5839,2026-04-10T00:40:25.526137,2026-04-10T14:40:25.526137,"Hayer Nagar, Shivamogga"
5840,2026-05-27T02:40:25.526603,2026-05-27T14:40:25.526603,"Sarraf Road, Belagavi"
5841,2025-05-08T08:40:25.527008,2025-05-08T14:40:25.527008,"Rai Chowk, Haveri"
5842,2024-12-08T03:40:25.527326,2024-12-10T14:40:25.527326,"Wagle Circle, Vijayanagara"
5843,2025-09-15T22:40:25.528171,2025-09-18T14:40:25.528171,"Sami Circle, Bengaluru Rural"
5844,2026-03-14T03:40:25.528511,2026-03-14T14:40:25.528511,"Radhakrishnan Zila, Belagavi"
5845,2026-05-07T04:40:25.528789,2026-05-08T14:40:25.528789,"Merchant Zila, Bidar"
5846,2026-03-30T13:40:25.529386,2026-03-30T14:40:25.529386,"Kunda Nagar, Hassan"
5847,2025-05-11T11:40:25.529926,2025-05-11T14:40:25.529926,"Pillay Zila, Raichur"
5848,2025-05-26T19:40:25.530053,2025-05-27T14:40:25.530053,"Saini Zila, Belagavi"
5849,2025-11-12T10:40:25.530346,2025-11-13T14:40:25.530346,"Ahluwalia Zila, Shivamogga"
5850,2026-05-24T07:40:25.530787,2026-05-24T14:40:25.530787,"Kalla Circle, Belagavi"
5851,2026-04-30T21:40:25.531138,2026-05-02T14:40:25.531138,"Mukherjee Road, Belagavi"
5852,2025-07-28T16:40:25.531616,2025-07-29T14:40:25.531616,"Nair, Belagavi"
5853,2024-08-28T20:40:25.531909,2024-08-31T14:40:25.531909,"Toor Zila, Bagalkote"
5854,2025-08-21T02:40:25.532267,2025-08-21T14:40:25.532267,"Prashad Ganj, Vijayanagara"
5855,2024-08-16T03:40:25.532830,2024-08-17T14:40:25.532830,"Dey Chowk, Bengaluru Rural"
5856,2025-02-19T08:40:25.533174,2025-02-20T14:40:25.533174,"Muni, Kodagu"
5857,2026-06-30T06:40:25.533793,2026-07-01T14:40:25.533793,"Wable Street, Belagavi"
5858,2026-03-08T03:40:25.534050,2026-03-09T14:40:25.534050,"Pillai Ganj, Chikkaballapura"
5859,2026-05-11T18:40:25.534636,2026-05-12T14:40:25.534636,"Atwal Path, Koppal"
5860,2024-11-14T17:40:25.534853,2024-11-17T14:40:25.534853,"Merchant Road, Yadgir"
5861,2025-02-07T14:40:25.535205,2025-02-09T14:40:25.535205,"Barman Circle, Bagalkote"
5862,2025-08-29T14:40:25.535945,2025-09-01T14:40:25.535945,"Merchant Zila, Bengaluru Urban"
5863,2025-04-22T15:40:25.536531,2025-04-24T14:40:25.536531,"Gola Ganj, Bengaluru Urban"
5864,2025-07-16T23:40:25.537142,2025-07-19T14:40:25.537142,"Raman Circle, Belagavi"
5865,2025-05-22T05:40:25.537633,2025-05-22T14:40:25.537633,"Sura Road, Hassan"
5866,2026-04-09T12:40:25.538111,2026-04-11T14:40:25.538111,"Raju Path, Belagavi"
5867,2025-06-21T23:40:25.538673,2025-06-22T14:40:25.538673,"Tandon, Dharwad"
5868,2025-04-22T11:40:25.538904,2025-04-22T14:40:25.538904,"Kibe Street, Belagavi"
5869,2025-06-13T16:40:25.539155,2025-06-14T14:40:25.539155,"Sura Street, Koppal"
5870,2026-05-24T02:40:25.539362,2026-05-24T14:40:25.539362,"Nayar Chowk, Belagavi"
5871,2026-05-01T16:40:25.540215,2026-05-04T14:40:25.540215,"Ganesh Zila, Belagavi"
5872,2025-03-01T11:40:25.540436,2025-03-03T14:40:25.540436,"Sengupta, Chitradurga"
5873,2026-04-11T07:40:25.541071,2026-04-13T14:40:25.541071,"Chaudhry Ganj, Kolar"
5874,2025-03-02T21:40:25.541232,2025-03-05T14:40:25.541232,"Kashyap Nagar, Bengaluru Urban"
5875,2026-02-22T04:40:25.541465,2026-02-24T14:40:25.541465,"Chowdhury Chowk, Kolar"
5876,2025-12-22T14:40:25.541875,2025-12-24T14:40:25.541875,"Gour Ganj, Udupi"
5877,2024-08-10T10:40:25.542518,2024-08-12T14:40:25.542518,"Krishnamurthy Nagar, Mysuru"
5878,2025-07-01T13:40:25.543146,2025-07-01T14:40:25.543146,"Ramakrishnan Marg, Belagavi"
5879,2025-02-25T18:40:25.543729,2025-02-28T14:40:25.543729,"Dube Road, Bengaluru Urban"
5880,2026-06-28T00:40:25.544251,2026-06-29T14:40:25.544251,"Ahuja Ganj, Bengaluru Urban"
5881,2026-03-02T00:40:25.544800,2026-03-04T14:40:25.544800,"Sekhon Path, Koppal"
5882,2026-04-07T04:40:25.545236,2026-04-08T14:40:25.545236,"Raval Nagar, Belagavi"
5883,2025-11-09T16:40:25.545960,2025-11-11T14:40:25.545960,"Bhat Marg, Belagavi"
5884,2026-06-17T07:40:25.546202,2026-06-17T14:40:25.546202,"Shan Road, Vijayapura"
5885,2025-06-30T05:40:25.546429,2025-07-02T14:40:25.546429,"Barman Circle, Bengaluru Rural"
5886,2025-11-02T17:40:25.546705,2025-11-03T14:40:25.546705,"Shroff, Bidar"
5887,2024-12-17T03:40:25.546940,2024-12-19T14:40:25.546940,"Jain, Kolar"
5888,2025-10-29T11:40:25.547475,2025-10-30T14:40:25.547475,"Wali Road, Belagavi"
5889,2025-04-18T00:40:25.547752,2025-04-19T14:40:25.547752,"Arora Nagar, Kolar"
5890,2025-05-06T20:40:25.548213,2025-05-08T14:40:25.548213,"Jaggi Ganj, Davanagere"
5891,2025-12-14T22:40:25.548407,2025-12-16T14:40:25.548407,"Upadhyay Marg, Davanagere"
5892,2024-11-11T01:40:25.548800,2024-11-11T14:40:25.548800,"Bala Ganj, Chikkaballapura"
5893,2025-08-22T16:40:25.549041,2025-08-23T14:40:25.549041,"Kamdar Chowk, Udupi"
5894,2026-01-03T06:40:25.549361,2026-01-05T14:40:25.549361,"Goel, Belagavi"
5895,2025-05-16T05:40:25.549628,2025-05-17T14:40:25.549628,"Ghose Nagar, Ballari"
5896,2025-03-15T12:40:25.550208,2025-03-15T14:40:25.550208,"Borah Chowk, Ballari"
5897,2026-03-11T14:40:25.550685,2026-03-13T14:40:25.550685,"Sen Road, Bengaluru Urban"
5898,2026-05-10T16:40:25.551144,2026-05-12T14:40:25.551144,"Bava Path, Davanagere"
5899,2024-08-01T09:40:25.551641,2024-08-01T14:40:25.551641,"Purohit Ganj, Bengaluru Urban"
5900,2026-05-13T09:40:25.552386,2026-05-14T14:40:25.552386,"Comar Zila, Bengaluru Rural"
5901,2025-11-23T21:40:25.552668,2025-11-25T14:40:25.552668,"Mital Chowk, Vijayapura"
5902,2026-06-25T04:40:25.553002,2026-06-26T14:40:25.553002,"Venkataraman Ganj, Dakshina Kannada"
5903,2026-04-02T15:40:25.553223,2026-04-05T14:40:25.553223,"Nagi Ganj, Belagavi"
5904,2025-06-23T02:40:25.553533,2025-06-25T14:40:25.553533,"Palan Chowk, Mysuru"
5905,2026-03-20T09:40:25.554166,2026-03-20T14:40:25.554166,"Bandi Chowk, Belagavi"
5906,2025-01-28T01:40:25.554588,2025-01-29T14:40:25.554588,"Saraf Marg, Ballari"
5907,2025-01-23T09:40:25.555069,2025-01-25T14:40:25.555069,"Samra Street, Belagavi"
5908,2026-05-30T09:40:25.555261,2026-05-30T14:40:25.555261,"Peri Chowk, Raichur"
5909,2025-05-08T08:40:25.555736,2025-05-09T14:40:25.555736,"Ben Nagar, Dharwad"
5910,2024-10-09T03:40:25.556190,2024-10-10T14:40:25.556190,"Sunder Path, Chikkamagaluru"
5911,2024-07-26T05:40:25.556413,2024-07-27T14:40:25.556413,"Wable Road, Chamarajanagara"
5912,2025-02-01T13:40:25.556943,2025-02-01T14:40:25.556943,"Sarraf Chowk, Tumakuru"
5913,2025-11-14T00:40:25.557456,2025-11-16T14:40:25.557456,"Chahal Path, Chikkamagaluru"
5914,2026-02-25T10:40:25.558057,2026-02-25T14:40:25.558057,"Mammen Ganj, Bidar"
5915,2026-02-08T14:40:25.558323,2026-02-09T14:40:25.558323,"Viswanathan Ganj, Belagavi"
5916,2025-06-27T15:40:25.558529,2025-06-30T14:40:25.558529,"Sethi Nagar, Mandya"
5917,2025-09-18T17:40:25.558849,2025-09-20T14:40:25.558849,"Thakkar Chowk, Bengaluru Urban"
5918,2026-02-06T01:40:25.559052,2026-02-06T14:40:25.559052,"Madan Street, Belagavi"
5919,2025-05-01T07:40:25.559239,2025-05-01T14:40:25.559239,"Balasubramanian Road, Vijayapura"
5920,2026-01-20T02:40:25.559971,2026-01-22T14:40:25.559971,"Ravel Nagar, Bengaluru Urban"
5921,2026-06-12T22:40:25.560205,2026-06-15T14:40:25.560205,"Tak Marg, Chitradurga"
5922,2024-09-20T01:40:25.560406,2024-09-20T14:40:25.560406,"Pillay Ganj, Belagavi"
5923,2024-07-10T15:40:25.561004,2024-07-11T14:40:25.561004,"Sem Nagar, Mysuru"
5924,2025-01-22T11:40:25.561228,2025-01-22T14:40:25.561228,"Mishra Ganj, Mysuru"
5925,2026-06-05T05:40:25.561832,2026-06-05T14:40:25.561832,"Deshmukh Zila, Chikkamagaluru"
5926,2025-03-31T20:40:25.562130,2025-04-03T14:40:25.562130,"Kara Ganj, Belagavi"
5927,2025-10-12T18:40:25.562524,2025-10-14T14:40:25.562524,"Sheth Marg, Koppal"
5928,2026-03-30T11:40:25.562792,2026-04-01T14:40:25.562792,"Kale Road, Mandya"
5929,2026-04-03T06:40:25.563233,2026-04-04T14:40:25.563233,"Brahmbhatt Path, Dakshina Kannada"
5930,2026-01-26T11:40:25.563603,2026-01-26T14:40:25.563603,"Chauhan Ganj, Yadgir"
5931,2026-04-09T20:40:25.564379,2026-04-11T14:40:25.564379,"Amble, Vijayanagara"
5932,2026-02-24T01:40:25.564643,2026-02-24T14:40:25.564643,"Pathak Nagar, Kolar"
5933,2025-07-14T00:40:25.565203,2025-07-16T14:40:25.565203,"Maharaj Ganj, Belagavi"
5934,2025-11-18T22:40:25.565524,2025-11-20T14:40:25.565524,"Dubey Nagar, Belagavi"
5935,2025-01-25T21:40:25.565794,2025-01-26T14:40:25.565794,"Goswami Chowk, Belagavi"
5936,2025-07-01T09:40:25.566394,2025-07-03T14:40:25.566394,"Kar Ganj, Chikkamagaluru"
5937,2026-02-17T13:40:25.566521,2026-02-18T14:40:25.566521,"Anne Road, Kolar"
5938,2026-06-15T09:40:25.566938,2026-06-15T14:40:25.566938,"Kala Ganj, Dakshina Kannada"
5939,2025-10-16T15:40:25.567123,2025-10-19T14:40:25.567123,"Om Nagar, Shivamogga"
5940,2024-08-15T08:40:25.567442,2024-08-15T14:40:25.567442,"Dhar Nagar, Belagavi"
5941,2026-01-11T06:40:25.568179,2026-01-13T14:40:25.568179,"Rana Ganj, Belagavi"
5942,2024-07-21T19:40:25.568643,2024-07-23T14:40:25.568643,"Borde Ganj, Belagavi"
5943,2026-05-22T10:40:25.569208,2026-05-22T14:40:25.569208,"Prashad Road, Mandya"
5944,2025-10-08T11:40:25.569848,2025-10-09T14:40:25.569848,"Murthy Zila, Yadgir"
5945,2024-11-13T09:40:25.570196,2024-11-14T14:40:25.570196,"Tank Marg, Chitradurga"
5946,2025-04-23T00:40:25.570524,2025-04-24T14:40:25.570524,"Bhagat Circle, Bagalkote"
5947,2025-10-31T11:40:25.571197,2025-11-02T14:40:25.571197,"Pandit Circle, Belagavi"
5948,2026-05-08T15:40:25.571513,2026-05-10T14:40:25.571513,"Saini, Belagavi"
5949,2025-07-30T23:40:25.572230,2025-07-31T14:40:25.572230,"Suresh Road, Chamarajanagara"
5950,2025-01-09T13:40:25.572596,2025-01-11T14:40:25.572596,"Bakshi Street, Belagavi"
5951,2026-05-24T05:40:25.572939,2026-05-25T14:40:25.572939,"Ramachandran Ganj, Bengaluru Urban"
5952,2025-06-17T14:40:25.573352,2025-06-18T14:40:25.573352,"Chokshi Zila, Mandya"
5953,2026-03-18T05:40:25.573717,2026-03-18T14:40:25.573717,"Sidhu Marg, Mysuru"
5954,2024-11-03T16:40:25.574049,2024-11-04T14:40:25.574049,"Soni Circle, Dakshina Kannada"
5955,2025-02-05T03:40:25.574240,2025-02-05T14:40:25.574240,"Krishna Path, Chikkamagaluru"
5956,2025-11-15T15:40:25.574439,2025-11-16T14:40:25.574439,"Biswas Road, Belagavi"
5957,2026-06-01T02:40:25.574973,2026-06-03T14:40:25.574973,"Ramaswamy Circle, Belagavi"
5958,2024-10-24T12:40:25.575179,2024-10-25T14:40:25.575179,"Mutti Zila, Belagavi"
5959,2026-01-25T21:40:25.575717,2026-01-26T14:40:25.575717,"Kakar Chowk, Bengaluru Urban"
5960,2026-03-28T06:40:25.576106,2026-03-29T14:40:25.576106,"Kade Chowk, Hassan"
5961,2025-02-27T18:40:25.576450,2025-03-02T14:40:25.576450,"Sridhar, Bidar"
5962,2026-02-23T01:40:25.577125,2026-02-24T14:40:25.577125,"Misra Ganj, Vijayanagara"
5963,2024-09-25T00:40:25.577467,2024-09-27T14:40:25.577467,"Goswami Nagar, Vijayapura"
5964,2025-07-03T00:40:25.577740,2025-07-03T14:40:25.577740,"Dave Nagar, Dharwad"
5965,2025-04-19T06:40:25.577973,2025-04-19T14:40:25.577973,"Nadig Path, Tumakuru"
5966,2024-12-01T11:40:25.578255,2024-12-03T14:40:25.578255,"Pathak Circle, Udupi"
5967,2024-08-19T03:40:25.578456,2024-08-21T14:40:25.578456,"Sani Circle, Gadag"
5968,2024-10-26T11:40:25.578703,2024-10-28T14:40:25.578703,"D’Alia Ganj, Davanagere"
5969,2025-07-16T14:40:25.579199,2025-07-17T14:40:25.579199,"Chakraborty Zila, Ramanagara"
5970,2025-10-16T06:40:25.579517,2025-10-16T14:40:25.579517,"Singh, Belagavi"
5971,2025-03-20T22:40:25.580070,2025-03-23T14:40:25.580070,"Dara Nagar, Mysuru"
5972,2026-03-30T05:40:25.580418,2026-03-30T14:40:25.580418,"Lala Circle, Chitradurga"
5973,2026-01-07T06:40:25.581079,2026-01-07T14:40:25.581079,"Karnik Chowk, Ramanagara"
5974,2026-03-20T00:40:25.581531,2026-03-21T14:40:25.581531,"Sharaf Circle, Belagavi"
5975,2026-05-09T02:40:25.581818,2026-05-09T14:40:25.581818,"Batta Zila, Belagavi"
5976,2025-05-17T05:40:25.582169,2025-05-19T14:40:25.582169,"Rana, Yadgir"
5977,2026-04-19T16:40:25.582773,2026-04-22T14:40:25.582773,"Randhawa Ganj, Yadgir"
5978,2026-05-28T08:40:25.583007,2026-05-29T14:40:25.583007,"Subramaniam, Belagavi"
5979,2026-06-13T00:40:25.583312,2026-06-15T14:40:25.583312,"Gade, Tumakuru"
5980,2026-01-20T15:40:25.583524,2026-01-22T14:40:25.583524,"Bawa Nagar, Belagavi"
5981,2025-11-09T06:40:25.583811,2025-11-11T14:40:25.583811,"Bava Marg, Belagavi"
5982,2025-10-14T18:40:25.584092,2025-10-15T14:40:25.584092,"Batra Circle, Bengaluru Urban"
5983,2026-04-09T14:40:25.584326,2026-04-10T14:40:25.584326,"Edwin Marg, Yadgir"
5984,2026-06-12T12:40:25.584612,2026-06-13T14:40:25.584612,"Chahal Ganj, Ballari"
5985,2026-01-28T13:40:25.585170,2026-01-28T14:40:25.585170,"Sathe Nagar, Gadag"
5986,2026-05-12T03:40:25.585807,2026-05-12T14:40:25.585807,"Kothari Ganj, Belagavi"
5987,2025-08-14T17:40:25.586194,2025-08-17T14:40:25.586194,"Tank Street, Shivamogga"
5988,2026-06-12T21:40:25.586769,2026-06-15T14:40:25.586769,"Lad Road, Belagavi"
5989,2025-09-11T22:40:25.587345,2025-09-14T14:40:25.587345,"Basak Circle, Davanagere"
5990,2024-09-30T03:40:25.588101,2024-10-01T14:40:25.588101,"Lad Ganj, Kolar"
5991,2024-11-11T16:40:25.588458,2024-11-13T14:40:25.588458,"Deol Nagar, Raichur"
5992,2025-04-08T19:40:25.588783,2025-04-09T14:40:25.588783,"Pingle Path, Belagavi"
5993,2024-09-20T00:40:25.589262,2024-09-22T14:40:25.589262,"Chana, Hassan"
5994,2026-05-18T05:40:25.589521,2026-05-18T14:40:25.589521,"Guha Ganj, Bengaluru Urban"
5995,2025-05-03T16:40:25.590216,2025-05-04T14:40:25.590216,"Ganesh Chowk, Chitradurga"
5996,2025-04-08T12:40:25.590636,2025-04-08T14:40:25.590636,"Sandal, Mandya"
5997,2024-08-18T09:40:25.591230,2024-08-20T14:40:25.591230,"Choudhry Path, Bengaluru Rural"
5998,2026-06-10T14:40:25.591672,2026-06-13T14:40:25.591672,"Bedi Marg, Gadag"
5999,2026-02-21T03:40:25.591990,2026-02-22T14:40:25.591990,"Sarna Ganj, Belagavi"
6000,2026-03-03T12:40:25.592270,2026-03-03T14:40:25.592270,"Desai Ganj, Dharwad"
6001,2026-02-27T02:40:25.592647,2026-03-01T14:40:25.592647,"Bansal Chowk, Bengaluru Urban"
6002,2025-03-24T01:40:25.593147,2025-03-25T14:40:25.593147,"Kibe Zila, Chikkaballapura"
6003,2025-09-19T01:40:25.593487,2025-09-21T14:40:25.593487,"Comar, Koppal"
6004,2025-02-19T10:40:25.593883,2025-02-20T14:40:25.593883,"Grewal Road, Koppal"
6005,2026-02-22T23:40:25.594083,2026-02-23T14:40:25.594083,"Grover Road, Haveri"
6006,2026-07-01T00:40:25.594399,2026-07-03T14:40:25.594399,"Rana Street, Gadag"
6007,2026-05-09T23:40:25.594961,2026-05-10T14:40:25.594961,"Srinivasan Chowk, Tumakuru"
6008,2026-05-18T23:40:25.595413,2026-05-19T14:40:25.595413,"Parmar Circle, Belagavi"
6009,2025-03-31T12:40:25.596640,2025-04-02T14:40:25.596640,"Dewan Chowk, Chikkaballapura"
6010,2026-03-27T21:40:25.597098,2026-03-29T14:40:25.597098,"Mander Ganj, Belagavi"
6011,2024-11-28T22:40:25.597903,2024-11-30T14:40:25.597903,"Dash, Chamarajanagara"
6012,2024-10-29T18:40:25.599071,2024-10-30T14:40:25.599071,"Sengupta Path, Davanagere"
6013,2025-06-21T10:40:25.600074,2025-06-22T14:40:25.600074,"Basu Marg, Bengaluru Urban"
6014,2025-11-14T09:40:25.601059,2025-11-16T14:40:25.601059,"Sandal Road, Chitradurga"
6015,2025-11-07T22:40:25.601809,2025-11-10T14:40:25.601809,"Mangal Ganj, Belagavi"
6016,2025-03-11T16:40:25.603005,2025-03-12T14:40:25.603005,"Shah Ganj, Belagavi"
6017,2025-05-19T11:40:25.604119,2025-05-19T14:40:25.604119,"Chaudhary Zila, Bidar"
6018,2024-09-26T12:40:25.605142,2024-09-27T14:40:25.605142,"Nagarajan Street, Gadag"
6019,2025-05-14T17:40:25.605607,2025-05-17T14:40:25.605607,"Kalita Zila, Belagavi"
6020,2024-11-15T01:40:25.605914,2024-11-17T14:40:25.605914,"Ganguly Zila, Kalaburagi"
6021,2025-04-14T11:40:25.606139,2025-04-16T14:40:25.606139,"Chokshi Road, Ballari"
6022,2024-10-04T22:40:25.606376,2024-10-05T14:40:25.606376,"Sachar Ganj, Bagalkote"
6023,2025-08-06T20:40:25.606636,2025-08-09T14:40:25.606636,"Buch Nagar, Belagavi"
6024,2024-09-15T04:40:25.607524,2024-09-17T14:40:25.607524,"Cherian Nagar, Raichur"
6025,2025-08-25T15:40:25.608417,2025-08-28T14:40:25.608417,"Contractor Marg, Mysuru"
6026,2025-11-23T09:40:25.608722,2025-11-23T14:40:25.608722,"Sankaran Marg, Belagavi"
6027,2026-01-26T00:40:25.609377,2026-01-27T14:40:25.609377,"Dani Chowk, Belagavi"
6028,2025-12-19T21:40:25.609676,2025-12-21T14:40:25.609676,"Mallick Nagar, Hassan"
6029,2025-06-19T11:40:25.609942,2025-06-19T14:40:25.609942,"Narayan Marg, Dharwad"
6030,2024-10-16T14:40:25.610324,2024-10-18T14:40:25.610324,"Chatterjee, Koppal"
6031,2024-12-31T22:40:25.610581,2025-01-02T14:40:25.610581,"Prakash Nagar, Shivamogga"
6032,2024-10-17T06:40:25.611189,2024-10-18T14:40:25.611189,"Mander Zila, Belagavi"
6033,2026-02-20T23:40:25.611635,2026-02-21T14:40:25.611635,"Lad Chowk, Belagavi"
6034,2025-09-19T08:40:25.611923,2025-09-21T14:40:25.611923,"Prashad Chowk, Belagavi"
6035,2026-06-16T09:40:25.612144,2026-06-16T14:40:25.612144,"Tella Ganj, Belagavi"
6036,2024-10-16T10:40:25.612632,2024-10-17T14:40:25.612632,"Jain Street, Kolar"
6037,2024-12-27T14:40:25.613306,2024-12-30T14:40:25.613306,"Morar Zila, Udupi"
6038,2024-08-16T02:40:25.613941,2024-08-18T14:40:25.613941,"Ramakrishnan Path, Shivamogga"
6039,2026-05-01T19:40:25.614380,2026-05-04T14:40:25.614380,"Behl Street, Belagavi"
6040,2025-02-18T16:40:25.614906,2025-02-19T14:40:25.614906,"Atwal Road, Haveri"
6041,2025-11-20T13:40:25.615118,2025-11-21T14:40:25.615118,"Palla Zila, Ballari"
6042,2025-06-19T08:40:25.615460,2025-06-19T14:40:25.615460,"Ratti, Bengaluru Rural"
6043,2024-12-23T23:40:25.615969,2024-12-25T14:40:25.615969,"Pal Circle, Belagavi"
6044,2026-01-24T10:40:25.616605,2026-01-26T14:40:25.616605,"Gala Road, Belagavi"
6045,2025-04-15T13:40:25.616853,2025-04-16T14:40:25.616853,"Saini Path, Belagavi"
6046,2025-05-05T07:40:25.617392,2025-05-05T14:40:25.617392,"Tandon Zila, Bengaluru Rural"
6047,2026-05-04T15:40:25.617835,2026-05-07T14:40:25.617835,"Sharaf Street, Belagavi"
6048,2026-05-09T11:40:25.618316,2026-05-11T14:40:25.618316,"Goel Road, Belagavi"
6049,2025-09-22T00:40:25.618842,2025-09-23T14:40:25.618842,"Parmar Path, Bagalkote"
6050,2025-09-19T15:40:25.619189,2025-09-21T14:40:25.619189,"Sanghvi Road, Yadgir"
6051,2025-03-26T17:40:25.619504,2025-03-28T14:40:25.619504,"Manda, Ballari"
6052,2025-08-27T09:40:25.619793,2025-08-29T14:40:25.619793,"Pillai Nagar, Bagalkote"
6053,2025-06-26T09:40:25.620250,2025-06-28T14:40:25.620250,"Vaidya Zila, Chikkamagaluru"
6054,2025-10-20T12:40:25.620478,2025-10-22T14:40:25.620478,"Shetty Road, Tumakuru"
6055,2025-06-13T13:40:25.621103,2025-06-15T14:40:25.621103,"Thaman Road, Belagavi"
6056,2026-03-05T10:40:25.621331,2026-03-06T14:40:25.621331,"Ramanathan Chowk, Belagavi"
6057,2026-03-27T15:40:25.621673,2026-03-30T14:40:25.621673,"Viswanathan Zila, Kolar"
6058,2024-11-22T09:40:25.622026,2024-11-24T14:40:25.622026,"Balakrishnan Path, Bengaluru Urban"
6059,2025-08-05T15:40:25.622379,2025-08-07T14:40:25.622379,"Vasa Road, Belagavi"
6060,2024-09-29T18:40:25.622903,2024-10-02T14:40:25.622903,"Master Path, Udupi"
6061,2025-12-02T11:40:25.623359,2025-12-04T14:40:25.623359,"Kothari Marg, Koppal"
6062,2024-08-01T17:40:25.623485,2024-08-02T14:40:25.623485,"Chawla Path, Dakshina Kannada"
6063,2026-06-12T04:40:25.623950,2026-06-14T14:40:25.623950,"Khosla Nagar, Belagavi"
6064,2025-11-23T23:40:25.624423,2025-11-26T14:40:25.624423,"Dass Road, Bidar"
6065,2026-05-20T07:40:25.624993,2026-05-22T14:40:25.624993,"Bal Nagar, Yadgir"
6066,2026-06-15T13:40:25.625154,2026-06-15T14:40:25.625154,"Ravi Marg, Bengaluru Urban"
6067,2026-03-09T11:40:25.625854,2026-03-10T14:40:25.625854,"Bobal Circle, Belagavi"
6068,2025-06-19T08:40:25.626063,2025-06-20T14:40:25.626063,"Radhakrishnan Marg, Belagavi"
6069,2026-02-09T21:40:25.626518,2026-02-11T14:40:25.626518,"Sarraf, Koppal"
6070,2026-06-04T10:40:25.626952,2026-06-04T14:40:25.626952,"Kashyap Nagar, Belagavi"
6071,2025-12-16T00:40:25.627160,2025-12-18T14:40:25.627160,"Dewan Circle, Belagavi"
6072,2026-01-20T19:40:25.627623,2026-01-22T14:40:25.627623,"Chatterjee Path, Belagavi"
6073,2025-05-29T10:40:25.628080,2025-05-29T14:40:25.628080,"Chopra Circle, Ballari"
6074,2025-01-27T23:40:25.628423,2025-01-28T14:40:25.628423,"Jain Nagar, Belagavi"
6075,2025-06-19T05:40:25.628926,2025-06-19T14:40:25.628926,"Mahajan Path, Belagavi"
6076,2026-06-24T03:40:25.629274,2026-06-24T14:40:25.629274,"Bajwa Path, Belagavi"
6077,2025-02-27T21:40:25.629798,2025-03-01T14:40:25.629798,"Nayar Chowk, Chikkaballapura"
6078,2026-07-02T22:40:25.630244,2026-07-05T14:40:25.630244,"Rege Street, Belagavi"
6079,2025-04-25T15:40:25.630740,2025-04-27T14:40:25.630740,"Chaudhary Circle, Davanagere"
6080,2024-11-24T21:40:25.631062,2024-11-26T14:40:25.631062,"Bajwa Ganj, Yadgir"
6081,2026-03-06T06:40:25.631695,2026-03-07T14:40:25.631695,"Singh Zila, Ramanagara"
6082,2024-08-06T21:40:25.632316,2024-08-09T14:40:25.632316,"Lalla Road, Bengaluru Urban"
6083,2026-06-15T00:40:25.632894,2026-06-15T14:40:25.632894,"Prabhakar Street, Belagavi"
